Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_Low_Confidence_Limit,Lesser_Risk_High_Confidence_Limit,Sample_Size,Sex,Race,Grade,SexualIdentity,SexOfSexualContacts
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Electronic bullying,Were electronically bullied,"counting being bullied through texting, Instagram, Facebook, or other social media, during the 12 months before the survey",%,Percentage,4.8069,1.8744,11.7767,Were not electronically bullied,95.1931,,,88.2233,98.1256,155,Male,Total,12th,Heterosexual (straight),Total
Unintentional Injuries and Violence,Suicide-Related Behaviors,Considered suicide,Seriously considered attempting suicide,during the 12 months before the survey,%,Percentage,4.8121,2.5831,8.7908,Did not seriously consider attempting suicide,95.1879,,,91.2092,97.4169,155,Male,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Vegetables,No vegetable eating,Did not eat vegetables,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,4.8135,2.0937,10.6807,Ate vegetables,95.1865,,,89.3193,97.9063,141,Female,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Vegetables,No vegetable eating,Did not eat vegetables,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,4.816,0.9095,21.8078,Ate vegetables,95.184,,,78.1922,99.0905,33,Female,Hispanic or Latino,12th,Total,Opposite sex only
Tobacco Use,Other Tobacco Use,Current smokeless tobacco use,Currently used smokeless tobacco,"chewing tobacco, snuff, dip, snus, or dissolvable tobacco products, such as Redman, Levi Garrett, Beechnut, Skoal, Skoal Bandits, Copenhagen, Camel Snus, Marlboro Snus, General Snus, Ariva, Stonewall, or Camel Orbs, not counting any electronic vapor produc",%,Percentage,4.8227,0.7151,26.2773,Did not currently use smokeless tobacco,95.1773,,,73.7227,99.2849,35,Total,Total,12th,"Gay, lesbian, or bisexual",Total
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Weapon carrying at school,Carried a weapon on school property,"such as a gun, knife, or club, on at least 1 day during the 30 days before the survey",%,Percentage,4.8351,0.9622,20.9914,Did not carry a weapon on school property,95.1649,,,79.0086,99.0378,43,Female,Hispanic or Latino,12th,Total,Opposite sex only
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Weapon carrying,Carried a weapon,"such as a gun, knife, or club, on at least 1 day during the 30 days before the survey",%,Percentage,4.8351,0.9622,20.9914,Did not carry a weapon,95.1649,,,79.0086,99.0378,43,Female,Hispanic or Latino,12th,Total,Opposite sex only
Alcohol and Other Drug Use,Other Drug Use,Ever prescription pain medicine use,Ever took prescription pain medicine without a doctor's prescription or differently than how a doctor told them to use it,"counting drugs such as codeine, Vicodin, Oxycontin, Hydrocodone, and Percocet, one or more times during their life",%,Percentage,4.8353,1.8445,12.0786,Never took prescription pain medicine without a doctor's prescription or differently than how a doctor told them to  use it,95.1647,,,87.9214,98.1555,108,Total,Total,12th,Total,No sexual contact
Alcohol and Other Drug Use,Other Drug Use,Initiation of marijuana use,Tried marijuana for the first time before age 13 years,"also called grass, pot, or weed",%,Percentage,4.8487,2.8515,8.1279,Did not try marijuana for the first time before age 13 years,95.1513,,,91.8721,97.1485,350,Total,Total,12th,Total,Total
Alcohol and Other Drug Use,Other Drug Use,Ever synthetic marijuana use,Ever used synthetic marijuana,"also called ""K2,"" ""Spice,"" ""fake weed,"" ""King Kong,"" ""Yucatan Fire,"" ""Skunk,"" or ""Moon Rocks,"" one or more times during their life",%,Percentage,4.8499,1.5288,14.3351,Never used synthetic marijuana,95.1501,,,85.6649,98.4712,63,Total,Black or African American,12th,Total,Opposite sex only
Dietary Behaviors,Soda or pop,Soda drinking >= 2 times,"Drank a can, bottle, or glass of soda or pop two or more times per day","such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,4.8552,0.9482,21.3839,NULL,95.1448,,,78.6161,99.0518,36,Total,White,12th,Heterosexual (straight),Total
Dietary Behaviors,Soda or pop,Soda drinking >= 3 times,"Drank a can, bottle, or glass of soda or pop three or more times per day","such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,4.8552,0.9482,21.3839,NULL,95.1448,,,78.6161,99.0518,36,Total,White,12th,Heterosexual (straight),Total
Dietary Behaviors,Soda or pop,Soda drinking >= 1 times,"Drank a can, bottle, or glass of soda or pop one or more times per day","such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,4.8552,0.9482,21.3839,NULL,95.1448,,,78.6161,99.0518,36,Total,White,12th,Heterosexual (straight),Total
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Bullying at school,Were bullied on school property,during the 12 months before the survey,%,Percentage,4.86,2.3771,9.679,Were not bullied on school property,95.14,,,90.321,97.6229,166,Female,Total,12th,Heterosexual (straight),Total
Tobacco Use,Other Tobacco Use,Current electronic vapor product use,Currently used an electronic vapor product,"including e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens, on at least 1 day during the 30 days before the survey",%,Percentage,4.8657,1.8267,12.3257,Did not currently use an electronic vapor product,95.1343,,,87.6743,98.1733,92,Total,Hispanic or Latino,12th,Heterosexual (straight),Total
Dietary Behaviors,Soda or pop,Soda drinking >= 3 times,"Drank a can, bottle, or glass of soda or pop three or more times per day","such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,4.8833,2.0838,11.0206,NULL,95.1167,,,88.9794,97.9162,119,Total,Hispanic or Latino,12th,Total,Total
Alcohol and Other Drug Use,Other Drug Use,Ever inhalant use,Ever used inhalants,"sniffed glue, breathed the contents of aerosol spray cans, or inhaled any paints or sprays to get high, one or more times during their life",%,Percentage,4.8878,1.539,14.4535,Never used inhalants,95.1122,,,85.5465,98.461,72,Total,Hispanic or Latino,12th,Total,Opposite sex only
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Physical fighting at school,Were in a physical fight on school property,one or more times during the 12 months before the survey,%,Percentage,4.8893,2.605,8.9917,Were not in a physical fight on school property,95.1107,,,91.0083,97.395,203,Female,Total,12th,Total,Total
Unintentional Injuries and Violence,Suicide-Related Behaviors,Considered suicide,Seriously considered attempting suicide,during the 12 months before the survey,%,Percentage,4.8969,1.6664,13.5281,Did not seriously consider attempting suicide,95.1031,,,86.4719,98.3336,36,Total,White,12th,Heterosexual (straight),Total
Tobacco Use,Cigarette Use,Current cigarette use,Currently smoked cigarettes,on at least 1 day during the 30 days before the survey,%,Percentage,4.8993,2.5133,9.3335,Did not currently smoke cigarettes,95.1007,,,90.6665,97.4867,155,Male,Total,12th,Heterosexual (straight),Total
Other Health Topics,Oral Health Care,No oral health care,Never saw a dentist,"for a check-up, exam, teeth cleaning, or other dental work",%,Percentage,4.9028,2.1924,10.6004,NULL,95.0972,,,89.3996,97.8076,117,Total,Hispanic or Latino,12th,Total,Total
Dietary Behaviors,Soda or pop,Soda drinking >= 2 times,"Drank a can, bottle, or glass of soda or pop two or more times per day","such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,4.9125,1.7306,13.1611,NULL,95.0875,,,86.8389,98.2694,55,Female,Hispanic or Latino,12th,Heterosexual (straight),Total
Other Health Topics,Oral Health Care,No oral health care,Never saw a dentist,"for a check-up, exam, teeth cleaning, or other dental work",%,Percentage,4.917,1.3025,16.849,NULL,95.083,,,83.151,98.6975,44,Male,Black or African American,12th,Heterosexual (straight),Total
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Physical fighting,Were in a physical fight,one or more times during the 12 months before the survey,%,Percentage,4.9173,1.7828,12.8422,Were not in a physical fight,95.0827,,,87.1578,98.2172,109,Total,Total,12th,Total,No sexual contact
Dietary Behaviors,Soda or pop,Soda drinking >= 3 times,"Drank a can, bottle, or glass of soda or pop three or more times per day","such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,4.9192,1.7587,13.0072,NULL,95.0808,,,86.9928,98.2413,72,Total,Hispanic or Latino,12th,Total,Opposite sex only
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Threatened at school,Were threatened or injured with a weapon on school property,"such as a gun, knife, or club, one or more times during the 12 months before the survey",%,Percentage,4.9203,2.8779,8.2885,Were not threatened or injured with a weapon on school property,95.0797,,,91.7115,97.1221,370,Total,Total,12th,Total,Total
Other Health Topics,Oral Health Care,No oral health care,Never saw a dentist,"for a check-up, exam, teeth cleaning, or other dental work",%,Percentage,4.9273,1.8742,12.3288,NULL,95.0727,,,87.6712,98.1258,72,Total,Hispanic or Latino,12th,Total,Opposite sex only
Alcohol and Other Drug Use,Other Drug Use,Initiation of marijuana use,Tried marijuana for the first time before age 13 years,"also called grass, pot, or weed",%,Percentage,4.9356,1.948,11.9468,Did not try marijuana for the first time before age 13 years,95.0644,,,88.0532,98.052,90,Total,Hispanic or Latino,12th,Heterosexual (straight),Total
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Weapon carrying,Carried a weapon,"such as a gun, knife, or club, on at least 1 day during the 30 days before the survey",%,Percentage,4.9382,1.1939,18.2547,Did not carry a weapon,95.0618,,,81.7453,98.8061,40,Total,Asian,12th,Heterosexual (straight),Total
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Bullying at school,Were bullied on school property,during the 12 months before the survey,%,Percentage,4.941,1.7239,13.3464,Were not bullied on school property,95.059,,,86.6536,98.2761,101,Female,Total,12th,Total,Opposite sex only
Alcohol and Other Drug Use,Other Drug Use,Initiation of marijuana use,Tried marijuana for the first time before age 13 years,"also called grass, pot, or weed",%,Percentage,4.945,2.7029,8.8772,Did not try marijuana for the first time before age 13 years,95.055,,,91.1228,97.2971,294,Total,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Vegetables,No vegetable eating,Did not eat vegetables,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,4.9616,1.7258,13.4349,Ate vegetables,95.0384,,,86.5651,98.2742,93,Total,Hispanic or Latino,12th,Heterosexual (straight),Total
Tobacco Use,Cigarette Use,Current cigarette use,Currently smoked cigarettes,on at least 1 day during the 30 days before the survey,%,Percentage,4.9618,0.7372,26.8477,Did not currently smoke cigarettes,95.0382,,,73.1523,99.2628,34,Total,Total,12th,"Gay, lesbian, or bisexual",Total
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Weapon carrying at school,Carried a weapon on school property,"such as a gun, knife, or club, on at least 1 day during the 30 days before the survey",%,Percentage,4.9782,1.2154,18.239,Did not carry a weapon on school property,95.0218,,,81.761,98.7846,50,Female,Black or African American,12th,Heterosexual (straight),Total
Unintentional Injuries and Violence,Suicide-Related Behaviors,Suicide plan,Made a plan about how they would attempt suicide,during the 12 months before the survey,%,Percentage,4.9811,2.578,9.408,Did not make a plan about how they would attempt suicide,95.0189,,,90.592,97.422,170,Male,Total,12th,Total,Total
Alcohol and Other Drug Use,Alcohol Use,Current binge drinking,Reported current binge drinking,"four or more drinks of alcohol in a row (if they were female) or five or more drinks of alcohol in a row (if they were male), within a couple of hours, on at least 1 day during the 30 days before the survey",%,Percentage,4.9833,1.6954,13.755,Did not report current binge drink,95.0167,,,86.245,98.3046,69,Female,Total,12th,Total,No sexual contact
Alcohol and Other Drug Use,Other Drug Use,Initiation of marijuana use,Tried marijuana for the first time before age 13 years,"also called grass, pot, or weed",%,Percentage,4.9833,2.055,11.5908,Did not try marijuana for the first time before age 13 years,95.0167,,,88.4092,97.945,119,Total,Black or African American,12th,Total,Total
Dietary Behaviors,Soda or pop,Soda drinking >= 2 times,"Drank a can, bottle, or glass of soda or pop two or more times per day","such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,4.9958,2.0823,11.507,NULL,95.0042,,,88.493,97.9177,142,Female,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Fruit and fruit juices,No fruit consumption,Did not eat fruit or drink 100% fruit juices,"such as orange juice, apple juice, or grape juice, not counting punch, Kool-Aid, sports drinks, or other fruit-flavored drinks, during the 7 days before the survey",%,Percentage,5.0106,2.0378,11.7981,Ate fruit or drank 100% fruit juices,94.9894,,,88.2019,97.9622,98,Female,Total,12th,Total,Opposite sex only
